word,properties,codes,frequencies
abominable,"['Extremely hateful or disgusting', 'Morally revolting behavior or actions', 'Deserving of strong condemnation', 'Describes something of terrible quality', 'Famous modifier for ""snowman"" in legend']","['introspective', 'introspective', 'introspective', 'introspective', 'situation']","[0.0, 0.0, 0.2, 0.8]"
accessible,"['Easy to reach or enter', 'Available to everyone, including those with disabilities', 'Ramps and wide doorways', 'Simple to understand or use', 'No barriers preventing approach']","['entity', 'entity', 'entity', 'entity', 'introspective']","[0.0, 0.8, 0.0, 0.2]"
accurate,"['Correct without errors', 'Hitting the intended target', 'Precise measurement', 'Factually true', 'Free from mistakes']","['entity', 'entity', 'taxonomic', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
accusation,"['Claim that someone did something wrong', 'Courtroom or legal setting', 'Pointing a finger', 'Blame directed at a specific person', 'Requires evidence to prove or disprove']","['entity', 'situation', 'situation', 'entity', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
admiration,"['Deep respect felt toward someone impressive', ""Looking up to a person's qualities or achievements"", 'Warm feeling of approval and appreciation', 'Often directed at heroes, mentors, or role models', 'Gazing with wonder and high regard']","['introspective', 'introspective', 'introspective', 'situation', 'situation']","[0.0, 0.0, 0.4, 0.6]"
adoring,"['Gazing lovingly at someone', 'Deep affection and devotion', 'Worship-like admiration', 'Eyes wide with warmth and tenderness', 'How a parent looks at their newborn']","['situation', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.6, 0.4, 0.0]"
affection,"['Warm feeling toward someone', 'Expressed through hugs and kisses', 'Gentle and tender emotion', 'Felt between parent and child', 'Fondness shown through caring actions']","['introspective', 'situation', 'entity', 'situation', 'taxonomic']","[0.2, 0.2, 0.4, 0.2]"
affirmation,"['Positive statement spoken to yourself', 'Builds confidence and self-belief', 'Repeated daily as a practice', 'Said while looking in a mirror', 'Declaring something to be true']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
affordable,"['Reasonably priced', 'Within your budget', ""Won't cause financial strain"", 'Accessible to average income earners', 'Describes housing, healthcare, or everyday goods people can manage to buy']","['taxonomic', 'taxonomic', 'introspective', 'situation', 'situation']","[0.4, 0.0, 0.4, 0.2]"
aging,"['Growing older over time', 'Wrinkles and gray hair', 'Gradual biological decline', 'Happens to all living things', 'Process measured in years']","['entity', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.6, 0.4, 0.0]"
