word,properties,codes,frequencies
abominable,"['Extremely hateful or disgusting', 'Morally revolting behavior or actions', 'Deserving of strong condemnation', 'Inspires deep loathing and horror', 'Often describes something shockingly terrible in quality or character']","['introspective', 'taxonomic', 'introspective', 'introspective', 'introspective']","[0.2, 0.0, 0.0, 0.8]"
accessible,"['Easy to reach or enter', 'Available to everyone, including those with disabilities', 'Ramps and wide doorways', 'Simple to understand or use', 'No barriers preventing participation']","['entity', 'situation', 'situation', 'entity', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
accurate,"['Correct without errors', 'Hitting the intended target', 'Precise measurement', 'Factually true', 'Free from mistakes']","['entity', 'entity', 'taxonomic', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
accusation,"['Claiming someone did something wrong', 'Courtroom', 'Pointing finger', 'Blame directed at a person', 'Can be proven true or false']","['situation', 'situation', 'situation', 'situation', 'entity']","[0.0, 0.2, 0.8, 0.0]"
admiration,"['Deep respect felt toward someone impressive', ""Looking up to a person's achievements or qualities"", 'Warm positive feeling, stronger than liking', 'Often directed at heroes, mentors, or role models', 'Expressed through praise, awe, or eager attention']","['introspective', 'introspective', 'introspective', 'situation', 'situation']","[0.0, 0.0, 0.4, 0.6]"
adoring,"['Deep affection expressed toward someone', 'Gazing lovingly with warm eyes', 'Devoted and worshipful attitude', 'How a fan looks at their idol', 'Feeling intense fondness and reverence']","['taxonomic', 'entity', 'taxonomic', 'situation', 'taxonomic']","[0.6, 0.2, 0.2, 0.0]"
affection,"['Warm feeling toward someone', 'Expressed through hugs and gentle touches', 'Fondness between family members or close friends', 'Deeper than liking but softer than passion', 'Shown through caring actions and tender words']","['entity', 'situation', 'situation', 'introspective', 'situation']","[0.0, 0.2, 0.6, 0.2]"
affirmation,"['Positive statement spoken to oneself', 'Builds confidence and self-belief', 'Often repeated daily as a practice', 'Declares something to be true', 'Said while looking in a mirror']","['situation', 'situation', 'situation', 'entity', 'situation']","[0.0, 0.2, 0.8, 0.0]"
affordable,"['Reasonably priced', 'Within your budget', 'Not expensive', 'Most people can purchase it', 'Describes housing, healthcare, or everyday goods']","['taxonomic', 'introspective', 'introspective', 'introspective', 'situation']","[0.2, 0.0, 0.2, 0.6]"
aging,"['Gradual biological process over time', 'Wrinkles and gray hair', 'Cells deteriorating and slowing down', 'Happens to every living organism', 'Moving from youth toward old age']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
