word,properties,codes,frequencies
abominable,"['Extremely hateful or disgusting', 'Causes moral revulsion', 'Describes something deserving strong condemnation', 'Often paired with snowman in folklore', 'Intensely unpleasant beyond ordinary dislike']","['introspective', 'introspective', 'introspective', 'situation', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
accessible,"['Easy to reach or enter', 'Available to everyone, including people with disabilities', 'Ramps and wide doorways', 'Simple to understand or use', 'No barriers preventing participation']","['entity', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.8, 0.2, 0.0]"
accurate,"['Correct', 'Free from errors', 'Hitting the intended target', 'Precise measurement', 'Matches the truth exactly']","['taxonomic', 'entity', 'situation', 'taxonomic', 'entity']","[0.4, 0.4, 0.2, 0.0]"
accusation,"['Claim that someone did something wrong', 'Spoken or written in courtrooms', 'Points blame at another person', 'Often begins a legal proceeding', 'The targeted person must defend themselves']","['situation', 'situation', 'situation', 'situation', 'introspective']","[0.0, 0.0, 0.8, 0.2]"
admiration,"['Deep respect felt toward someone impressive', ""Looking up to a person's achievements or qualities"", 'Warm positive feeling, stronger than simple liking', 'Often directed at heroes, role models, or skilled performers', 'Expressed through praise, attentive gazing, or emulation']","['introspective', 'introspective', 'introspective', 'situation', 'situation']","[0.0, 0.0, 0.4, 0.6]"
adoring,"['Gazing with deep affection', 'Worship-like devotion toward someone', 'Eyes wide and warm', 'A fan toward their idol', 'Expressing intense loving admiration']","['situation', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.4, 0.6, 0.0]"
affection,"['Warm feeling toward someone', 'Expressed through hugs and kisses', 'Gentle caring fondness', 'Felt between parent and child', 'Deeper than liking but softer than passion']","['introspective', 'situation', 'taxonomic', 'situation', 'introspective']","[0.2, 0.0, 0.4, 0.4]"
affirmation,"['Positive statement declared as truth', 'Self-encouragement spoken aloud', 'Repeated daily like a ritual', 'Builds confidence and belief', 'Agreement or confirmation of something']","['entity', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.2, 0.8, 0.0]"
affordable,"['Reasonably priced', 'Within your budget', ""Won't cause financial strain"", 'Accessible to average income earners', 'Opposite of expensive']","['taxonomic', 'introspective', 'introspective', 'situation', 'introspective']","[0.2, 0.0, 0.2, 0.6]"
aging,"['Gradual biological process over time', 'Wrinkles and gray hair', 'Happens to all living things', 'Loss of youthful vitality', 'Growing older each year']","['entity', 'entity', 'situation', 'entity', 'entity']","[0.0, 0.8, 0.2, 0.0]"
agitation,"['Restless nervous energy', 'Inability to stay still', 'Emotional disturbance or unease', 'Pacing back and forth', 'Stirring up or shaking vigorously']","['entity', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.6, 0.4, 0.0]"
agree,"['Share the same opinion as another person', 'Nod your head yes', 'Opposite of disagree or argue', 'Say ""yes"" to a proposal or plan', 'Reach a mutual understanding together']","['entity', 'situation', 'introspective', 'situation', 'entity']","[0.0, 0.4, 0.4, 0.2]"
amazing,"['Jaw-dropping experience', 'Exceeds all expectations', 'Leaves you speechless', 'Eyes wide with wonder', 'Remarkably impressive quality']","['introspective', 'introspective', 'introspective', 'introspective', 'entity']","[0.0, 0.2, 0.0, 0.8]"
amused,"['Entertained by something funny or lighthearted', 'Slight smile or chuckle', 'Feeling when watching a comedian perform', 'Pleased in a lighthearted, not serious way', 'Often shown by a smirk or twinkling eyes']","['introspective', 'entity', 'situation', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
angry,"['Feeling of strong displeasure toward someone or something', 'Furrowed brows and clenched fists', 'Raised voice and sharp tone', 'Face turns red', 'Triggered by being wronged or frustrated']","['introspective', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.6, 0.2, 0.2]"
angst,"['Deep inner dread without specific cause', ""Existential unease about life's meaning"", 'Teenage years commonly associated', 'Heavy feeling in chest', 'German-origin emotion word describing pervasive worry']","['introspective', 'introspective', 'situation', 'introspective', 'taxonomic']","[0.2, 0.0, 0.2, 0.6]"
annoyed,"['Mild irritation', 'Furrowed brow', 'Exasperated sigh', 'Someone repeatedly bothering you', 'Less intense than angry']","['taxonomic', 'entity', 'entity', 'situation', 'introspective']","[0.2, 0.4, 0.2, 0.2]"
anxious,"['Worried feeling about uncertain outcomes', 'Racing heartbeat and sweaty palms', 'Before an exam or job interview', 'Restless inability to relax', 'Nervous knot in your stomach']","['introspective', 'entity', 'situation', 'introspective', 'entity']","[0.0, 0.4, 0.2, 0.4]"
appeal,"['Asking a higher authority to reverse a decision', 'Court, legal process after losing a case', 'Attractiveness or charm that draws people in', 'A plea or earnest request for help', 'Challenging a ruling or judgment formally', nan]","['situation', 'situation', 'taxonomic', 'entity', 'taxonomic', 'situation']","[0.3333333333333333, 0.16666666666666666, 0.5, 0.0]"
appreciation,"['Recognizing the value or worth of something', 'Feeling grateful toward someone', 'Expressed through thank-you notes or kind words', 'Deepened understanding of art or music', 'Increase in monetary value over time']","['introspective', 'introspective', 'situation', 'situation', 'entity']","[0.0, 0.2, 0.4, 0.4]"
apprehensive,"['Feeling of unease about something that might happen', 'Knot in your stomach before a big exam', 'Worried anticipation of a negative outcome', 'Slightly fearful but not yet panicked', 'Nervously waiting for uncertain results']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
ashamed,"['Feeling after doing something wrong', 'Want to hide from others', 'Face turns red', 'Eyes look downward', 'Guilt about your own behavior']","['introspective', 'introspective', 'entity', 'entity', 'introspective']","[0.0, 0.4, 0.0, 0.6]"
assassinate,"['Kill a politically important person', 'Deliberate and premeditated', 'Often motivated by ideology or power', 'Targeted at leaders or public figures', 'Usually carried out by a hired or lone attacker']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
astonished,"['Extreme surprise', 'Wide eyes and open mouth', 'Unexpected event just happened', 'Momentarily speechless', 'Beyond ordinary shock']","['taxonomic', 'entity', 'situation', 'entity', 'introspective']","[0.2, 0.4, 0.2, 0.2]"
atrocity,"['Extremely cruel act', 'Committed during war', 'Against innocent people', 'Shocks moral conscience', 'Mass suffering or killing']","['entity', 'situation', 'situation', 'introspective', 'entity']","[0.0, 0.4, 0.4, 0.2]"
avenge,"['Retaliate for a wrong done to someone else', 'Seek justice after harm to a loved one', 'Punish the wrongdoer on behalf of a victim', 'Driven by loyalty and honor rather than personal spite', 'Often depicted in heroic quests or family duty narratives']","['situation', 'situation', 'situation', 'entity', 'situation']","[0.0, 0.2, 0.8, 0.0]"
aversion,"['Strong dislike toward something', 'Feeling of wanting to avoid or turn away', 'Emotional reaction of repulsion', 'Experienced when encountering something unpleasant', 'Opposite of attraction or fondness']","['introspective', 'introspective', 'introspective', 'situation', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
blessing,"['Spoken by a religious figure or authority', 'Invokes divine favor or protection', 'Often given before meals or at ceremonies', ""Involves hands raised or placed on someone's head"", 'Expresses approval or good wishes for the future']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
bliss,"['Extreme happiness', 'Perfect contentment', 'Feeling of pure joy', 'Often associated with paradise', 'Deep inner peace']","['taxonomic', 'taxonomic', 'taxonomic', 'situation', 'taxonomic']","[0.8, 0.0, 0.2, 0.0]"
brave,"['Facing danger without fear', 'Courageous action despite risk', 'Firefighter rushing into burning building', 'Opposite of cowardly', ""Standing up for what is right when others won't""]","['situation', 'situation', 'situation', 'introspective', 'situation']","[0.0, 0.0, 0.8, 0.2]"
