word,properties,codes,frequencies
ability,"['tool', 'practice', 'growth', 'challenge']","['association', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['courtroom', 'finger-pointing', 'denial', 'whispers']","['association', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['pride', 'trophy', 'podium', 'hard work']","['internal state and emotion', 'association', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
activity,"['movement', 'engagement', 'busy', 'energy']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
addiction,"['craving', 'withdrawal', 'loop', 'shadow']","['internal state and emotion', 'internal state and emotion', 'association', 'association']","[0.0, 0.5, 0.0, 0.5]"
admiration,"['stage', 'skill', 'applause', 'mentor']","['association', 'sensorimotor feature', 'social constellation', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
advantage,"['high ground', 'winning', 'strategy', 'lead']","['sensorimotor feature', 'internal state and emotion', 'other abstract concept', 'association']","[0.25, 0.25, 0.0, 0.5]"
adventure,"['explore', 'wilderness', 'discovery', 'gear']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'association']","[0.5, 0.0, 0.0, 0.5]"
advice,"['crossroads', 'reflection', 'book', 'direction']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
agony,"['scream', 'wound', 'despair', 'claw']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
agreement,"['handshake', 'contract', 'compromise', 'peace']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
amazement,"['wide eyes', 'magic trick', 'gasp', 'silence']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
ambition,"['mountain', 'ladder', 'blueprint', 'early morning']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['hiding', 'waiting', 'surprise', 'trap']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'association']","[0.25, 0.5, 0.0, 0.25]"
amusement,"['laughter', 'smile', 'circus', 'clown']","['internal state and emotion', 'internal state and emotion', 'association', 'association']","[0.0, 0.5, 0.0, 0.5]"
anger,"['red face', 'fist', 'shout', 'broken plate']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['racing heart', 'public speaking', 'overthinking', 'pacing']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.25, 0.0]"
apology,"['mistake', 'healing', 'humble', 'silence']","['association', 'other abstract concept', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
appearance,"['clothes', 'first impression', 'mirror', 'stage']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
appetite,"['stomach', 'smell', 'plate', 'energy']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
application,"['job', 'phone', 'form', 'paint']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
aptitude,"['learning', 'test', 'career', 'future']","['sensorimotor feature', 'association', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
argument,"['frustration', 'loud voices', 'courtroom', 'evidence']","['internal state and emotion', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
art,"['brush', 'museum', 'expression', 'color']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['light', 'frame', 'perspective', 'nuance']","['sensorimotor feature', 'association', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['sniper rifle', 'head of state', 'motorcade chaos', 'power vacuum']","['sensorimotor feature', 'social constellation', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.5, 0.25]"
assumption,"['guesswork', 'basis', 'error', 'silent']","['association', 'other abstract concept', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
astonishment,[''],[],"[0, 0, 0, 0]"
attack,"['dog', 'fortress', 'keyboard', 'heart']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
attention,"['spotlight', 'child crying', 'audience', 'red pen']","['association', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
attraction,"['magnet', 'theme park', 'beauty', 'gravity']","['association', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
beauty,"['sunset', 'awe', 'smile', 'garden']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
being,"['existence', 'awareness', 'entity', 'moment']","['other abstract concept', 'internal state and emotion', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
betrayal,"['secret', 'wound', 'whisper', 'glass']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
blackmail,"['secret', 'leverage', 'envelope', 'photograph']","['association', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
boredom,"['staring', 'clock', 'doodle', 'yawn']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
boycott,"['protest', 'empty shelves', 'consumer power', 'change']","['social constellation', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
bravery,"['firefighter', 'standing up for someone', 'lion', 'first step']","['association', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
career,"['growth', 'path', 'aspiration', 'desk']","['other abstract concept', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
carefulness,"['tightrope', 'pacing', 'microscope', 'glassblower']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
catastrophe,"['rubble', 'emergency siren', 'loss', 'tears']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
caution,"['stop sign', 'thin ice', 'fragile sticker', 'tiptoeing']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
challenge,"['mountain', 'sweat', 'ladder', 'puzzle']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
chaos,"['loud', 'traffic jam', 'panic', 'broken glass']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
character,"['integrity', 'dialogue', 'keyboard', 'disguise']","['internal state and emotion', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
charm,"['spell', 'smile', 'bracelet', 'clover']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
comfort,"['warmth', 'blanket', 'sofa', 'quiet']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
commitment,"['wedding ring', 'marathon', 'roots', 'anchor']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
comparison,"['scale', 'mirror', 'race', 'diagram']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
compassion,"['hand', 'tear', 'blanket', 'listen']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
competence,"['accuracy', 'blueprint', 'flow state', 'trust']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
compromise,"['agreement', 'discussion', 'middle ground', 'balance']","['other abstract concept', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
compulsion,"['ritual', 'tic', 'gambling', 'counting']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
confession,"['guilt', 'priest', 'relief', 'secret']","['internal state and emotion', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.5, 0.25, 0.25]"
