word,properties,codes,frequencies
ability,[''],[],"[0, 0, 0, 0]"
accusation,"['courtroom', 'whisper', 'evidence', 'betrayal']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
achievement,"['trophy', 'graduation', 'hard work', 'celebration']","['association', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
activity,"['gym', 'brainstorming', 'chores', 'concerts']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
addiction,"['cravings', 'relapse', 'support groups', 'withdrawal']","['internal state and emotion', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['role model', 'standing ovation', 'mentorship', 'trophy']","['association', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
advantage,"['leverage', 'competition', 'edge', 'opportunity']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
adventure,"['map', 'campfire', 'treasure', 'unknown']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
advice,[''],[],"[0, 0, 0, 0]"
agony,"['throbbing pain', 'sleepless night', 'clenched fists', 'echoing cries']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
agreement,"['handshake', 'contract', 'compromise', 'peace']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
amazement,"['fireworks', 'wide‑eyed stare', 'unexpected discovery', 'gasp']","['association', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
ambition,"['ladder', 'late nights', 'coffee', 'trophy']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
ambush,"['hidden trap', 'surprise attack', 'forest clearing', 'night watch']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
amusement,"['carnival rides', 'laughter', 'popcorn', 'surprise twists']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
anger,"['traffic jam', 'clenched fists', 'raised voice', 'flushed cheeks']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['racing heart', 'exam', 'insomnia', 'crowded room']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
apology,"['handwritten note', 'trembling voice', 'dinner table', 'forgiveness']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
appearance,"['mirror', 'first impression', 'makeup', 'clothing style']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.25, 0.0]"
appetite,"['dinner', 'cravings', 'hunger pangs', 'restaurant menus']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
application,"['resume', 'smartphone', 'software', 'job posting']","['association', 'sensorimotor feature', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
aptitude,"['puzzles', 'talent show', 'career test', 'quick learning']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
argument,[''],[],"[0, 0, 0, 0]"
art,"['museum', 'paintbrush', 'expression', 'gallery']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
aspect,"['perspective', 'angle', 'detail', 'facet']","['other abstract concept', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
assassination,"['conspiracy', 'political intrigue', 'secret service', 'historic headlines']","['social constellation', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.75, 0.25]"
assumption,"['hypothesis', 'bias', 'expectation', 'shortcut']","['other abstract concept', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
astonishment,"['wide‑eyed stare', 'gasp', 'unexpected news', 'jaw dropping']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
attack,"['alarm', 'siege', 'retaliation', 'breach']","['association', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
attention,"['spotlight', 'lecture', 'notifications', 'eye‑contact']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
attraction,"['magnets', 'first\\u202fdate', 'amusement‑park\\u202fride', 'tourist\\u202fspot']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
beauty,"['sunrise', 'melody', 'garden', 'laughter']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
being,[''],[],"[0, 0, 0, 0]"
betrayal,"['secret letter', 'broken promise', 'hidden dagger', 'shattered trust']","['association', 'other abstract concept', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
blackmail,"['secrets', 'leverage', 'extortion', 'fear']","['association', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
boredom,"['lecture', 'waiting room', 'ticking clock', 'yawning']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
boycott,[''],"['association', 'other abstract concept', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
bravery,"['fire', 'rescue', 'storm', 'oath']","['association', 'social constellation', 'association', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
career,"['promotion', 'mentorship', 'networking', 'burnout']","['other abstract concept', 'social constellation', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.5, 0.25]"
carefulness,"['microscope', 'checklist', 'traffic lights', 'knitting']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
catastrophe,"['sirens', 'evacuation', 'broken bridges', 'blackouts']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.25, 0.0]"
caution,"['road signs', 'double‑check', 'slow breathing', 'safety goggles']","['association', 'internal state and emotion', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.0, 0.25]"
challenge,"['mountain', 'puzzle', 'training', 'deadline']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
chaos,"['traffic jam', 'thunderstorm', 'messy desk', 'unexpected plot twist']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
character,"['novel', 'costume', 'moral', 'roleplay']","['association', 'sensorimotor feature', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
charm,"['""lucky rabbit\'s foot""', 'vintage necklace', 'persuasive smile', 'ancient talisman']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
comfort,"['warm blanket', 'fireplace glow', 'soft pillow', 'quiet evening']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
commitment,"['wedding ring', 'marathon training', 'project deadline', 'loyalty contract']","['association', 'sensorimotor feature', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
comparison,"['scales', 'side‑by‑side', 'benchmarks', 'choices']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
compassion,"['volunteer', 'warm soup', 'listening ear', 'rescue mission']","['social constellation', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.5, 0.0]"
competence,"['exam', 'training', 'promotion', 'confidence']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.5, 0.25, 0.25, 0.0]"
compromise,"['negotiation', 'middle ground', 'trade‑off', 'peace treaty']","['social constellation', 'other abstract concept', 'other abstract concept', 'association']","[0.0, 0.0, 0.25, 0.75]"
compulsion,"['habit', 'cravings', 'rituals', 'urges']","['association', 'internal state and emotion', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
confession,"['whisper', 'altar', 'guilt', 'diary']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
conflict,"['debate', 'broken bridge', 'protest signs', 'torn flag']","['social constellation', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
consideration,[''],[],"[0, 0, 0, 0]"
consolation,"['warm tea', 'quiet porch', 'handwritten note', 'gentle rain']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
contempt,"['sneer', 'dismissal', 'cold stare', 'slammed door']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
convention,[''],[],"[0, 0, 0, 0]"
cooperation,"['teamwork', 'handshake', 'project', 'orchestra']","['social constellation', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
courage,"['fire', 'climb', 'speech', 'rescue']","['association', 'sensorimotor feature', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
creativity,"['brainstorming', 'paint splatters', 'improvisation', 'breakthrough']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
crime,"['detective', 'courtroom', 'motive', 'evidence']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
criticism,"['review', 'feedback', 'debate', 'improvement']","['sensorimotor feature', 'social constellation', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.5, 0.25]"
cruelty,"['oppression', 'animal testing', 'war crimes', 'cold stare']","['social constellation', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.5, 0.25]"
culture,"['festivals', 'language', 'cuisine', 'traditions']","['association', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
curiosity,"['questions', 'exploration', 'cat', 'lab coat']","['other abstract concept', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
custom,[''],[],"[0, 0, 0, 0]"
danger,"['sirens', 'cliffs', 'warning signs', 'heart race']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
death,"['funeral', 'inheritance', 'grief', 'mortality']","['association', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
decision,"['crossroads', 'voting', 'deadline', 'hesitation']","['association', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
demand,"['deadline', 'negotiation', 'protest', 'scarcity']","['other abstract concept', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
desire,"['cravings', 'ambition', 'longing', 'temptation']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
