word,properties,codes,frequencies
ability,[''],[],"[0, 0, 0, 0]"
accusation,"['courtroom', 'evidence', 'tension', 'reputation']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
achievement,"['trophy', 'graduation', 'applause', 'milestone']","['association', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
activity,"['gym', 'brainstorming', 'volunteering', 'traffic\\u200b']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
addiction,"['cravings', 'relapse', 'support groups', 'withdrawal']","['internal state and emotion', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['applause', 'role model', 'trophies', 'mentorship']","['sensorimotor feature', 'social constellation', 'association', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
advantage,"['winning', 'leverage', 'edge', 'opportunity']","['association', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
adventure,"['map', 'campfire', 'unknown path', 'daring leap']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
advice,"['mentor', 'notebook', 'coffee', 'crossroads']","['social constellation', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
agony,"['clenched fists', 'midnight cries', 'broken mirror', 'burning fire']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
agreement,"['handshake', 'contract', 'compromise', 'consensus']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
amazement,"['fireworks', 'first snowfall', 'surprise party', 'awe‑inspiring mountain view']","['association', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
ambition,"['ladder', 'sunrise', 'marathon', 'blueprint']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['hidden trap', 'surprise attack', 'forest clearing', 'startled prey']","['sensorimotor feature', 'social constellation', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
amusement,"['carnival rides', 'popcorn', 'laughter', 'surprise twists']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
anger,"['clenched fists', 'traffic jam', 'raised voice', 'red face']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['racing heart', 'exam', 'sleepless nights', 'trembling hands']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
apology,"['regret', 'handwritten note', 'courtroom', 'forgiveness']","['internal state and emotion', 'association', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
appearance,[''],[],"[0, 0, 0, 0]"
appetite,"['restaurant', 'cravings', 'hunger pangs', 'menu choices']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
application,"['resume', 'software', 'sunscreen', 'job interview']","['association', 'other abstract concept', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
