word,properties,codes,frequencies
ability,"['superhero', 'trophy', 'puzzle', 'muscle']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['pointing', 'courtroom', 'anger', 'defense']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['medal', 'podium', 'applause', 'graduation']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
activity,"['sweat', 'children', 'playground', 'heartbeat']","['sensorimotor feature', 'social constellation', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
addiction,"['casino', 'dopamine', 'recovery', 'smoke']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
admiration,"['applause', 'hero', 'spotlight', 'trophy']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
advantage,"['race', 'height', 'chess', 'education']","[""503 unavailable. {'error'""]","[0.0, 0.0, 0.0, 0.0]"
adventure,"['map', 'backpack', 'adrenaline', 'tent']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
advice,"['mentor', 'crossroads', 'ear', 'mistake']","['social constellation', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
agony,"['scream', 'sweat', 'waiting', 'tears']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
agreement,"['handshake', 'table', 'pen', 'smile']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
amazement,"['magic', 'fireworks', 'gasp', 'stars']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['mountain', 'ladder', 'sweat', 'trophy']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambush,"['forest', 'silence', 'predator', 'camouflage']","['association', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
amusement,"['rollercoaster', 'park', 'clown', 'popcorn']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
anger,"['fire', 'yelling', 'red', 'fists']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
anxiety,"['heartbeat', 'clock', 'crowd', 'sweat']","['sensorimotor feature', 'association', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
apology,"['flowers', 'argument', 'tears', 'letter']","['association', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
appearance,"['mirror', 'makeup', 'interview', 'spotlight']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
appetite,"['food', 'stomach', 'dinner', 'smell']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
application,"['phone', 'interview', 'waiting', 'screen']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
