word,properties,codes,frequencies
ability,"['superhero', 'brain', 'practice', 'resume']","['association', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['courtroom', 'finger', 'defense', 'anger']","['association', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['podium', 'diploma', 'sweat', 'applause']","['association', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
activity,"['sweat', 'playground', 'heartbeat', 'sneakers']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
addiction,"['craving', 'rehab', 'withdrawal', 'dopamine']","['internal state and emotion', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['hero', 'stage', 'applause', 'mentor']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
advantage,"['height', 'chess', 'money', 'race']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
adventure,"['backpack', 'compass', 'mountains', 'adrenaline']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.75, 0.25, 0.0, 0.0]"
advice,"['wisdom', 'mentor', 'crossroads', 'ear']","['other abstract concept', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
agony,"['waiting', 'scream', 'sweat', 'hospital']","['internal state and emotion', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['handshake', 'signature', 'nod', 'boardroom']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
amazement,"['magic', 'fireworks', 'wide eyes', 'stars']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['mountain', 'stars', 'coffee', 'podium']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['jungle', 'camouflage', 'silence', 'night']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
amusement,"['rollercoaster', 'cotton candy', 'arcade', 'clown']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
anger,"['shouting', 'red', 'fists', 'fire']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['sweat', 'exam', 'heartbeat', 'crowd']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
apology,"['flowers', 'tears', 'mistake', 'forgiveness']","['association', 'internal state and emotion', 'other abstract concept', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
appearance,"['mirror', 'makeup', 'interview', 'stage']","['sensorimotor feature', 'sensorimotor feature', 'social constellation', 'association']","[0.5, 0.0, 0.25, 0.25]"
appetite,"['dinner', 'stomach', 'aroma', 'menu']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
application,"['phone', 'job', 'paper', 'stress']","['sensorimotor feature', 'social constellation', 'association', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
aptitude,"['test', 'career', 'brain', 'math']","['association', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
argument,"['yelling', 'tension', 'lawyer', 'tears']","['sensorimotor feature', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
art,"['museum', 'brush', 'colorful', 'inspiration']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['puzzle', 'light', 'building', 'moon']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['politics', 'sniper', 'conspiracy', 'president']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['mistake', 'argument', 'blindfold', 'trap']","['association', 'other abstract concept', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
astonishment,"['magic', 'gasp', 'eyes', 'lottery']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
attack,"['sword', 'panic', 'alarm', 'blood']","['sensorimotor feature', 'internal state and emotion', 'association', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
attention,"['spotlight', 'teacher', 'pointing', 'whistle']","['association', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
attraction,"['magnet', 'blushing', 'carnival', 'gravity']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
beauty,"['rose', 'sunset', 'painting', 'mirror']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
being,"['heartbeat', 'soul', 'breath', 'universe']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
betrayal,"['tears', 'secret', 'knife', 'shock']","['internal state and emotion', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
blackmail,"['photos', 'secret', 'money', 'fear']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
boredom,"['clock', 'yawn', 'waiting room', 'doodling']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
boycott,"['signs', 'bus', 'crowd', 'unity']","['sensorimotor feature', 'association', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
bravery,"['firefighter', 'lion', 'shield', 'storm']","['social constellation', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
career,"['ladder', 'office', 'promotion', 'briefcase']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
carefulness,"['tiptoe', 'eggs', 'surgery', 'tightrope']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
catastrophe,"['rubble', 'sirens', 'panic', 'earthquake']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
caution,"['yellow tape', 'wet floor', 'ice', 'tip-toeing']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
challenge,"['mountain', 'sweat', 'trophy', 'timer']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
chaos,"['storm', 'toddler', 'traffic', 'alarms']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
character,"['story', 'stage', 'courage', 'ink']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
charm,"['bracelet', 'smile', 'clover', 'wand']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
comfort,"['blanket', 'tea', 'fireplace', 'home']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
commitment,"['ring', 'contract', 'marathon', 'clock']","['association', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
comparison,"['scales', 'shopping', 'chart', 'siblings']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
compassion,"['tears', 'soup', 'listening', 'blanket']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
competence,"['diploma', 'promotion', 'trust', 'tools']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
compromise,"['handshake', 'politics', 'halfway', 'marriage']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
compulsion,"['washing', 'lock', 'casino', 'sweat']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
confession,"['church', 'secret', 'guilt', 'booth']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
