word,properties,codes,frequencies
ability,"['magic', 'brain', 'sports', 'hero']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['finger', 'courtroom', 'defense', 'anger']","['sensorimotor feature', 'association', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['medal', 'stage', 'sweat', 'applause']","['association', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
activity,"['playground', 'sweat', 'schedule', 'noise']","['sensorimotor feature', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
addiction,"['smartphone', 'relapse', 'dopamine', 'therapy']","['association', 'other abstract concept', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
admiration,"['mentor', 'applause', 'trophy', 'stage']","['social constellation', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
advantage,"['race', 'height', 'strategy', 'wealth']","['association', 'sensorimotor feature', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
adventure,"['map', 'mountains', 'adrenaline', 'treasure']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.5, 0.25, 0.0, 0.25]"
advice,"['compass', 'coffee', 'ear', 'crossroads']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
agony,"['tears', 'fire', 'clock', 'scream']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
agreement,"['handshake', 'nod', 'pen', 'boardroom']","['sensorimotor feature', 'sensorimotor feature', 'association', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
amazement,"['fireworks', 'magic', 'gasp', 'stars']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['ladder', 'mountain', 'sweat', 'coffee']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambush,"['jungle', 'shadows', 'tiger', 'heartbeat']","['association', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
amusement,"['roller coaster', 'popcorn', 'ticket', 'carnival']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
anger,"['fire', 'shouting', 'red', 'traffic']","['association', 'sensorimotor feature', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
anxiety,"['heartbeat', 'exams', 'pacing', 'shadows']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
apology,"['flowers', 'argument', 'tears', 'letter']","['association', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
appearance,"['mirror', 'stage', 'makeup', 'camera']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
appetite,"['aroma', 'Thanksgiving', 'stomach', 'menu']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
application,"['resume', 'icon', 'desk', 'deadline']","['association', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
aptitude,"['test', 'career', 'brain', 'puzzle']","['association', 'association', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.0, 0.75]"
argument,"['tension', 'tears', 'courtroom', 'logic']","['internal state and emotion', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.5, 0.0, 0.5]"
art,"['paint', 'museum', 'canvas', 'emotion']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['lighting', 'puzzle', 'lens', 'shadow']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
assassination,"['politics', 'sniper', 'conspiracy', 'history']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['risk', 'argument', 'leap', 'blindfold']","['other abstract concept', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
astonishment,"['gasp', 'magic', 'fireworks', 'silence']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
attack,"['castle', 'shark', 'alarm', 'blood']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
attention,"['spotlight', 'teacher', 'whistle', 'eyes']","['association', 'social constellation', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
attraction,"['magnet', 'rollercoaster', 'blushing', 'gravity']","['association', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
beauty,"['sunset', 'painting', 'smile', 'nature']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
being,"['breath', 'earth', 'soul', 'heartbeat']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
betrayal,"['knife', 'trust', 'tears', 'secret']","['association', 'internal state and emotion', 'internal state and emotion', 'association']","[0.0, 0.5, 0.0, 0.5]"
blackmail,"['secrets', 'photographs', 'cash', 'fear']","['association', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
boredom,"['clock', 'yawning', 'doodling', 'waiting']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
boycott,"['signs', 'bus', 'products', 'megaphone']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
bravery,"['firefighter', 'lion', 'cliff', 'shield']","['social constellation', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
career,"['ladder', 'suit', 'promotion', 'commute']","['association', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
carefulness,"['glass', 'ice', 'scissors', 'baby']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'social constellation']","[0.75, 0.0, 0.25, 0.0]"
catastrophe,"['sirens', 'rubble', 'panic', 'meteor']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
caution,"['yellow', 'tape', 'cone', 'ice']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[1.0, 0.0, 0.0, 0.0]"
challenge,"['mountain', 'sweat', 'puzzle', 'trophy']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
chaos,"['sirens', 'tornado', 'crowd', 'fire']","['association', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
character,"['book', 'courage', 'game', 'ink']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
charm,"['bracelet', 'smile', 'magic', 'prince']","['sensorimotor feature', 'sensorimotor feature', 'association', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
comfort,"['blanket', 'tea', 'fireplace', 'rain']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
commitment,"['ring', 'marathon', 'handshake', 'roots']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
comparison,"['scale', 'mirror', 'chart', 'shopping']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
compassion,"['tears', 'blanket', 'shelter', 'heart']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
competence,"['trust', 'promotion', 'degree', 'calm']","['internal state and emotion', 'association', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
compromise,"['handshake', 'marriage', 'scales', 'tug-of-war']","['sensorimotor feature', 'social constellation', 'association', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
compulsion,"['handwashing', 'locks', 'counting', 'casino']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
confession,"['priest', 'tears', 'police', 'love']","['social constellation', 'internal state and emotion', 'social constellation', 'association']","[0.0, 0.25, 0.5, 0.25]"
