word,properties,codes,frequencies
ability,"['instrument', 'muscle', 'practice', 'obstacle']","['association', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['finger', 'courtroom', 'defensiveness', 'silence']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['marathon', 'diploma', 'promotion', 'summit']","['association', 'association', 'social constellation', 'association']","[0.0, 0.0, 0.25, 0.75]"
activity,"['sweat', 'calendar', 'motion', 'goal']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
addiction,"['dopamine', 'shackles', 'repetition', 'void']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
admiration,"['applause', 'pedestal', 'inspiration', 'gaze']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
advantage,"['chess', 'leverage', 'headstart', 'podium']","['association', 'other abstract concept', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
adventure,"['compass', 'map', 'mountain', 'discovery']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
advice,"['mentor', 'crossroads', 'perspective', 'caution']","['social constellation', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
agony,"['thorns', 'marathon', 'silence', 'scream']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
agreement,"['handshake', 'contract', 'nod', 'harmony']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
amazement,"['starlight', 'fireworks', 'epiphany', 'gasp']","['association', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.0, 0.5]"
ambition,"['ladder', 'marathon', 'sunrise', 'fuel']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambush,"['camouflage', 'silence', 'surprise', 'predators']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
amusement,"['rollercoasters', 'laughter', 'carnival', 'games']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
anger,"['heat', 'clenched fists', 'red', 'thunder']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['heartbeat', 'shadows', 'deadline', 'whirlpool']","['sensorimotor feature', 'association', 'other abstract concept', 'association']","[0.25, 0.0, 0.0, 0.75]"
