word,properties,codes,frequencies
ability,"['climb', 'solve', 'create', 'adapt']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
accusation,"['courtroom', 'betrayal', 'silence', 'blame']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
achievement,"['medal', 'milestone', 'pride', 'triumph']","['association', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
activity,"['dance', 'hike', 'brainstorm', 'play']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
addiction,"['compulsive behavior', 'physical dependency', 'emotional escape', 'social stigma']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
admiration,"['applause', 'mentor', 'awe', 'victory']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
advantage,"['climb', 'win', 'leap', 'thrive']","[""503 unavailable. {'error'""]","[0.0, 0.0, 0.0, 0.0]"
adventure,"['mountain peak', 'pirate ship', 'desert oasis', 'midnight hike']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
advice,"['mentor', 'puzzle', 'roadmap', 'calm']","['social constellation', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
agony,"['scream', 'silence', 'broken glass', 'trembling hands']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
agreement,"['contract', 'compromise', 'harmony', 'consensus']","['other abstract concept', 'other abstract concept', 'social constellation', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
amazement,"['awe-struck silence', 'sudden wonder', 'breathtaking vista', 'startled gasp']","['internal state and emotion', 'internal state and emotion', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.5, 0.0, 0.0]"
ambition,"['climb', 'rival', 'goal', 'fire']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'association']","[0.25, 0.0, 0.25, 0.5]"
ambush,"['stealth', 'surprise', 'danger', 'tension']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
amusement,"['circus', 'laughter', 'popcorn', 'arcade']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
anger,"['shouting', 'betrayal', 'fists', 'isolation']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
anxiety,"['crowded elevator', 'ticking clock', 'whispered fears', 'trembling hands']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
apology,"['broken vase', 'silent tears', 'crowded train', 'handwritten note']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
appearance,"['mirror', 'stage', 'shadow', 'mask']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
appetite,"['midnight snack', 'spicy curry', 'hunger pang', 'food coma']","['association', 'sensorimotor feature', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
application,"['form', 'code', 'submission', 'setup']","['other abstract concept', 'association', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
aptitude,"['math prodigy', 'musical talent', 'leadership ability', 'problem solver']","['association', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
argument,"['shouting', 'silence', 'broken promises', 'heated stares']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
art,"['brushstrokes', 'silent storytelling', 'color palette', 'rebellion']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
aspect,"['shadow', 'texture', 'angle', 'flavor']","['association', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
assassination,"['gunpowder', 'silence', 'blood', 'shadow']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
assumption,"['bias', 'error', 'leap', 'trust']","['association', 'other abstract concept', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
astonishment,"['thunder', 'frozen eyes', 'sudden silence', 'falling leaves']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
attack,"['sword', 'chaos', 'fear', 'silence']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
attention,"['spotlight', 'classroom', 'whisper', 'stage']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
attraction,"['magnetic pull', 'crowded park', 'silent gaze', 'glowing light']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'association']","[0.25, 0.25, 0.25, 0.25]"
beauty,"['mirror', 'garden', 'song', 'glow']","['sensorimotor feature', 'association', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
being,"['solitude', 'transformation', 'presence', 'quiet']","['social constellation', 'other abstract concept', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
betrayal,"['broken trust', 'silent tears', 'shattered vows', 'cold silence']","['internal state and emotion', 'internal state and emotion', 'social constellation', 'association']","[0.0, 0.5, 0.25, 0.25]"
