word,properties,codes,frequencies
abominable,"['Extremely bad', 'Morally disgusting', 'Deserving hatred', 'Offensive to decency', 'Shockingly awful']","['introspective', 'introspective', 'introspective', 'introspective', 'introspective']","[0.0, 0.0, 0.0, 1.0]"
accessible,"['Easy to reach', 'Simple to enter or use', 'Available to many people', 'Not blocked by barriers', 'Designed for people with disabilities']","['entity', 'entity', 'entity', 'introspective', 'situation']","[0.0, 0.6, 0.2, 0.2]"
accurate,"['Correct', 'Matches reality', 'Free of mistakes', 'Precise measurement', 'Reliable result']","['taxonomic', 'entity', 'entity', 'entity', 'entity']","[0.2, 0.8, 0.0, 0.0]"
accusation,"['Claim of wrongdoing', 'Directed at a person', 'Says they caused harm', 'Common in arguments or court', 'May be true or false']","['entity', 'situation', 'entity', 'situation', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
admiration,"['Respect for excellence', 'Warm approval', 'Felt toward a person or achievement', 'Inspired by skill, virtue, or beauty', 'Looking up to someone']","['introspective', 'introspective', 'situation', 'situation', 'situation']","[0.0, 0.0, 0.6, 0.4]"
adoring,"['Full of affection', 'Warm gaze', 'Showing devotion', 'Toward someone cherished', 'Tender, loving attention']","['entity', 'entity', 'entity', 'situation', 'situation']","[0.0, 0.6, 0.4, 0.0]"
affection,"['Warm feeling toward someone', 'Often shown by hugs or gentle touch', 'Common in close relationships', 'Caring, tender behavior', 'More gentle than passion']","['entity', 'situation', 'situation', 'entity', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
affirmation,"['Statement that something is true', 'Expressed agreement or support', 'Positive confirmation', 'Often spoken or written', 'Used to encourage confidence']","['situation', 'situation', 'taxonomic', 'situation', 'situation']","[0.2, 0.0, 0.8, 0.0]"
affordable,"['Low cost', 'Within budget', 'Easy to pay for', 'Not financially burdensome', 'Suitable for limited income']","['entity', 'introspective', 'situation', 'introspective', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
aging,"['Growing older over time', 'Gradual bodily change', 'Wrinkles, gray hair', 'Happens to all living things', 'Often slower, weaker later']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
agitation,"['Restless movement', 'Disturbed calm', 'Nervous pacing', 'Emotional upset', 'Stirring something up']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
agree,"['Same opinion', 'Say yes', 'Accept as true', 'In conversation or decision', 'No objection']","['entity', 'situation', 'entity', 'situation', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
amazing,"['Better than expected', 'Causes wide-eyed reaction', 'Hard to believe', 'Makes people say “wow”', 'Extremely impressive']","['introspective', 'entity', 'introspective', 'situation', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
amused,"['Mildly entertained', 'Often by something funny', 'Small smile', 'Light, pleasant feeling', 'Not deeply serious']","['taxonomic', 'situation', 'entity', 'introspective', 'introspective']","[0.2, 0.2, 0.2, 0.4]"
angry,"['Strong displeasure', 'Face tense', 'Voice raised', 'After unfairness', 'Wants to confront']","['introspective', 'entity', 'entity', 'situation', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
angst,"['Vague inner dread', 'Restless emotional turmoil', 'Common in adolescence', 'Brooding, existential worry', 'Heavy dissatisfaction without clear cause']","['introspective', 'introspective', 'situation', 'introspective', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
