word,properties,codes,frequencies
abominable,"['Extremely hateful', 'Morally disgusting', 'Shockingly bad', 'Inspires revulsion', 'Strong condemnation']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
accessible,"['Easy to reach', 'Usable by many people', 'Not blocked by barriers', 'Available when needed', 'Includes disabilities in design']","['entity', 'situation', 'introspective', 'entity', 'situation']","[0.0, 0.4, 0.4, 0.2]"
accurate,"['Matches reality', 'Free of mistakes', 'Correct measurement', 'Precise information', 'Faithfully represents truth']","['entity', 'entity', 'entity', 'entity', 'entity']","[0.0, 1.0, 0.0, 0.0]"
accusation,"['Claim of wrongdoing', 'Directed at a person', 'Blames someone', 'Often without proof', 'Common in disputes or court']","['entity', 'situation', 'entity', 'entity', 'situation']","[0.0, 0.6, 0.4, 0.0]"
admiration,"['Strong positive regard', 'Felt toward excellence or virtue', 'Looking up to someone', 'Often includes respect', 'Inspired by another’s qualities']","['introspective', 'introspective', 'situation', 'entity', 'situation']","[0.0, 0.2, 0.4, 0.4]"
adoring,"['Looking at someone with fondness', 'Warm, affectionate feeling', 'Full of admiration', 'Devoted attention', 'Showing love openly']","['situation', 'introspective', 'introspective', 'entity', 'situation']","[0.0, 0.2, 0.4, 0.4]"
affection,"['Warm feeling', 'Toward someone cherished', 'Gentle caring behavior', 'Shown by hugs or kind words', 'Less intense than passion']","['introspective', 'situation', 'situation', 'situation', 'introspective']","[0.0, 0.0, 0.6, 0.4]"
affirmation,"['Positive statement', 'Declares something true', 'Gives approval or support', 'Spoken or written reassurance', 'Used to confirm belief or confidence']","['taxonomic', 'situation', 'situation', 'taxonomic', 'situation']","[0.4, 0.0, 0.6, 0.0]"
affordable,"['Low cost', 'Within budget', 'Easy to pay for', 'Not financially burdensome', 'Priced for ordinary people']","['taxonomic', 'taxonomic', 'entity', 'entity', 'situation']","[0.4, 0.4, 0.2, 0.0]"
aging,"['Growing older', 'Happens over time', 'Wrinkles and gray hair', 'Body changes gradually', 'Living things experience it']","['taxonomic', 'situation', 'entity', 'entity', 'situation']","[0.2, 0.4, 0.4, 0.0]"
agitation,"['Restless state', 'Nervous movement', 'Upset mind', 'Pacing or fidgeting', 'Often from stress or provocation']","['entity', 'entity', 'entity', 'entity', 'situation']","[0.0, 0.8, 0.2, 0.0]"
agree,"['Same opinion', 'Say yes', 'Accept a proposal', 'Think alike', 'No objection']","['entity', 'situation', 'situation', 'entity', 'introspective']","[0.0, 0.4, 0.4, 0.2]"
amazing,"['Extremely impressive', 'Better than expected', 'Causes wonder', 'Strong positive reaction', 'Memorable excellence']","['entity', 'introspective', 'introspective', 'introspective', 'entity']","[0.0, 0.4, 0.0, 0.6]"
amused,"['Mild pleasure', 'Caused by something funny', 'Small smile', 'Brief entertainment', 'Not deeply serious']","['introspective', 'situation', 'entity', 'situation', 'introspective']","[0.0, 0.2, 0.4, 0.4]"
angry,"['Strong displeasure', 'Tight jaw', 'Raised voice', 'After unfair treatment', 'Wants to lash out']","['introspective', 'entity', 'entity', 'situation', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
angst,"['Persistent inner dread', 'Vague fear without clear cause', 'Restless, brooding feeling', 'Common in adolescence', 'About identity or existence']","['introspective', 'introspective', 'introspective', 'situation', 'entity']","[0.0, 0.2, 0.2, 0.6]"
annoyed,"['Mild irritation', 'Caused by something bothersome', 'Less intense than anger', 'Impatient facial expression', 'Often from repeated interruptions']","['entity', 'situation', 'introspective', 'entity', 'situation']","[0.0, 0.4, 0.4, 0.2]"
anxious,"['Worried about something upcoming', 'Uneasy, tense feeling', 'Restless body, hard to relax', 'Often before tests or bad news', 'Expecting possible trouble']","['introspective', 'introspective', 'entity', 'situation', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
appeal,"['Request to change a decision', 'Made to higher authority', 'Often in court or school', 'Asks for reconsideration', 'Also means attractive quality']","['situation', 'situation', 'situation', 'situation', 'taxonomic']","[0.2, 0.0, 0.8, 0.0]"
appreciation,"['Recognizing value', 'Thankful feeling', 'For help or kindness', 'Shown with praise', 'Deeper understanding']","['introspective', 'introspective', 'situation', 'situation', 'introspective']","[0.0, 0.0, 0.4, 0.6]"
apprehensive,"['Uneasy about what might happen', 'Before bad news or a difficult event', 'Expecting possible trouble', 'Tense, hesitant body language', 'Worry mixed with caution']","['introspective', 'situation', 'introspective', 'entity', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
ashamed,"['After doing something wrong', 'Wanting to hide your face', ""Avoiding others' eyes"", 'Embarrassment with guilt', 'Feeling bad about yourself']","['introspective', 'entity', 'entity', 'introspective', 'introspective']","[0.0, 0.4, 0.0, 0.6]"
assassinate,"['Deliberately kill', 'Specific prominent person', 'Planned murder', 'Often political motive', 'Surprise attack']","['entity', 'situation', 'entity', 'entity', 'situation']","[0.0, 0.6, 0.4, 0.0]"
astonished,"['Very surprised', 'Sudden unexpected news', 'Eyes wide, mouth open', 'Hard to believe', 'Strong reaction to shock']","['taxonomic', 'situation', 'entity', 'introspective', 'entity']","[0.2, 0.4, 0.2, 0.2]"
atrocity,"['Extreme cruelty', 'Shocking violent act', 'Often against civilians', 'War crime scale', 'Morally horrifying']","['entity', 'entity', 'situation', 'entity', 'introspective']","[0.0, 0.6, 0.2, 0.2]"
