word,properties,codes,frequencies
abominable,"['Extremely hateful', 'Morally offensive', 'Deserving disgust', 'Shockingly vile', 'Strongly condemned']","['taxonomic', 'taxonomic', 'taxonomic', 'taxonomic', 'introspective']","[0.8, 0.0, 0.0, 0.2]"
accessible,"['Easy to reach', 'Usable by many people', 'Not blocked by barriers', 'Simple to enter or obtain', 'Often describes places, services, or information']","['entity', 'entity', 'introspective', 'entity', 'situation']","[0.0, 0.6, 0.2, 0.2]"
accurate,"['Correct', 'Matches reality', 'Error-free', 'Precise result', 'Trusted measurement']","['taxonomic', 'entity', 'taxonomic', 'entity', 'introspective']","[0.4, 0.4, 0.0, 0.2]"
accusation,"['Claim of wrongdoing', 'Directed at someone', 'Blames for an act', 'Often without proof', 'Common in disputes or court']","['taxonomic', 'situation', 'taxonomic', 'entity', 'situation']","[0.4, 0.2, 0.4, 0.0]"
admiration,"['Respect for excellence', 'Warm positive feeling', 'Toward a person or achievement', 'Often includes looking up to', 'Inspired by skill, beauty, or character']","['introspective', 'introspective', 'situation', 'introspective', 'situation']","[0.0, 0.0, 0.4, 0.6]"
adoring,"['Loving gaze', 'Warm affection', 'Full of devotion', 'Looking up to someone', 'Tender, pleased attention']","['entity', 'entity', 'entity', 'situation', 'entity']","[0.0, 0.8, 0.2, 0.0]"
affection,"['Warm caring feeling', 'Directed toward someone', 'Shown by hugs or gentle touch', 'Common in close relationships', 'Steady tenderness, not intense passion']","['entity', 'situation', 'situation', 'situation', 'entity']","[0.0, 0.4, 0.6, 0.0]"
affirmation,"['Statement of support', 'Declares something true', 'Spoken or written', 'In response to doubt', 'Often positive or encouraging']","['situation', 'situation', 'situation', 'introspective', 'introspective']","[0.0, 0.0, 0.6, 0.4]"
affordable,"['Within budget', 'Low cost', 'Easy to pay for', 'Not financially straining', 'Reasonably priced']","['entity', 'entity', 'entity', 'introspective', 'entity']","[0.0, 0.8, 0.0, 0.2]"
aging,"['Becoming older', 'Happens over time', 'Wrinkles and gray hair', 'Body and mind change', 'Natural life process']","['entity', 'situation', 'entity', 'entity', 'taxonomic']","[0.2, 0.6, 0.2, 0.0]"
agitation,"['Restless inner tension', 'Pacing or fidgeting', 'Upset, stirred-up state', 'Common during stress or conflict', 'Mental or physical unease']","['entity', 'entity', 'taxonomic', 'situation', 'entity']","[0.2, 0.6, 0.2, 0.0]"
agree,"['Same opinion', 'Say yes', 'Accept a proposal', 'Not object', 'Two sides match']","['entity', 'situation', 'situation', 'introspective', 'entity']","[0.0, 0.4, 0.4, 0.2]"
amazing,"['Causes astonishment', 'Far better than expected', 'Makes you stop and stare', 'Strongly positive reaction', 'Often said about impressive experiences']","['introspective', 'introspective', 'introspective', 'introspective', 'situation']","[0.0, 0.0, 0.2, 0.8]"
amused,"['Mild enjoyment', 'Caused by something funny', 'Small smile', 'Brief entertained feeling', 'Not serious or deeply emotional']","['introspective', 'situation', 'entity', 'introspective', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
angry,"['Face tense', 'Voice raised', 'After unfairness', 'Wants to lash out', 'Strong displeasure']","['entity', 'entity', 'situation', 'introspective', 'taxonomic']","[0.2, 0.4, 0.2, 0.2]"
angst,"['Deep inner unease', 'Dread about life', 'Brooding, restless feeling', 'Common in adolescence', 'Existential worry']","['introspective', 'introspective', 'introspective', 'situation', 'introspective']","[0.0, 0.0, 0.2, 0.8]"
annoyed,"['Mild irritation', 'Caused by repeated nuisance', 'Impatient expression', 'Wants it to stop', 'Less intense than anger']","['introspective', 'situation', 'entity', 'introspective', 'introspective']","[0.0, 0.2, 0.2, 0.6]"
anxious,"['Uneasy', 'Worried about what might happen', 'Restless, hard to relax', 'Before bad news or a big event', 'Tight chest, racing thoughts', nan, nan]","['taxonomic', 'introspective', 'entity', 'introspective', 'situation', 'entity', 'introspective']","[0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855]"
appeal,"['Request for help', 'Directed to authority or public', 'Tries to persuade', 'Also asks higher court to review', 'Attractiveness that draws interest']","['situation', 'situation', 'situation', 'taxonomic', 'entity']","[0.2, 0.2, 0.6, 0.0]"
appreciation,"['Recognizing value', 'Thankful feeling', 'For help or kindness', 'Often expressed in words', 'Respect grows deeper']","['introspective', 'introspective', 'situation', 'situation', 'entity']","[0.0, 0.2, 0.4, 0.4]"
apprehensive,"['Uneasy about what might happen', 'Before bad news or a risky event', 'Expecting possible trouble', 'Nervous, tense feeling', 'Hesitant, on edge']","['introspective', 'situation', 'introspective', 'taxonomic', 'taxonomic']","[0.4, 0.0, 0.2, 0.4]"
ashamed,"['After doing something wrong', 'Wanting to hide your face', 'Embarrassed by yourself', ""Avoiding others' eyes"", 'Feeling personal disgrace']","['situation', 'entity', 'taxonomic', 'entity', 'introspective']","[0.2, 0.4, 0.2, 0.2]"
assassinate,"['Deliberately kill', 'Targeted victim', 'Often important person', 'Planned attack', 'Usually political motive']","['situation', 'situation', 'situation', 'situation', 'situation']","[0.0, 0.0, 1.0, 0.0]"
astonished,"['Strong surprise', 'Eyes wide', 'Mouth open', 'Sudden unexpected news', 'Can hardly believe it']","['introspective', 'entity', 'entity', 'situation', 'introspective']","[0.0, 0.4, 0.2, 0.4]"
atrocity,"['Extremely cruel act', 'Often during war', 'Causes mass suffering', 'Morally shocking', 'Against innocent people']","['entity', 'situation', 'entity', 'introspective', 'situation']","[0.0, 0.4, 0.4, 0.2]"
avenge,"['Respond to a wrong', 'Punish the offender', 'For harm already done', ""Done on someone else's behalf"", 'Seeks justice through retaliation']","['situation', 'situation', 'introspective', 'situation', 'situation']","[0.0, 0.0, 0.8, 0.2]"
aversion,"['Strong dislike', 'Desire to avoid', 'Negative reaction', 'Toward something specific', 'Feeling of repulsion']","['taxonomic', 'entity', 'introspective', 'introspective', 'taxonomic']","[0.4, 0.2, 0.0, 0.4]"
blessing,"['Something good received', 'Often felt as gratitude', 'Viewed as favor from God', 'Can be spoken over someone', 'Makes life seem fortunate']","['entity', 'introspective', 'situation', 'situation', 'situation']","[0.0, 0.2, 0.6, 0.2]"
bliss,"['Peak happiness', 'Deep inner peace', 'Overwhelmingly pleasant feeling', 'Often brief, euphoric state', 'Complete contentment', nan]","['introspective', 'introspective', 'introspective', 'entity', 'taxonomic', 'introspective']","[0.16666666666666666, 0.16666666666666666, 0.0, 0.6666666666666666]"
