word,properties,codes,frequencies
ability,"['talent', 'sport', 'practice', 'confidence']","['other abstract concept', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
accusation,"['courtroom', 'anger', 'investigation', 'betrayal']","['association', 'internal state and emotion', 'association', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
achievement,"['award', 'college', 'confidence', 'career']","['association', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
activity,"['gym', 'holiday', 'learning', 'teamwork']","['sensorimotor feature', 'association', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
addiction,"['withdrawal', 'rehab', 'cigarette', 'cravings']","['internal state and emotion', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['fame', 'museum', 'royalty', 'excellence']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
advantage,"['business', 'upper hand', 'competition', 'strategy']","['association', 'internal state and emotion', 'social constellation', 'other abstract concept']","[0.0, 0.25, 0.25, 0.5]"
adventure,"['forest', 'treasure', 'pirate', 'journey']","['sensorimotor feature', 'association', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
advice,"['expert', 'guidance', 'relationship', 'decision']","['association', 'other abstract concept', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
agony,"['scream', 'torture', 'hospital', 'desperation']","['sensorimotor feature', 'association', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
agreement,"['contract', 'wedding', 'negotiation', 'rules']","['other abstract concept', 'social constellation', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
amazement,"['circus', 'magic', 'fireworks', 'wonderland']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
ambition,"['goal', 'success', 'perseverance', 'leadership']","['other abstract concept', 'association', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
ambush,"['jungle', 'soldiers', 'stealth', 'surprise']","['association', 'social constellation', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
amusement,"['laughter', 'carnival', 'rides', 'excitement']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
anger,"['shouting', 'fists', 'red', 'explosion']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['exam', 'racing heart', 'darkness', 'avoidance']","['association', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
apology,"['regret', 'mistake', 'forgiveness', 'letter']","['internal state and emotion', 'association', 'other abstract concept', 'association']","[0.0, 0.25, 0.0, 0.75]"
appearance,"['clothes', 'makeup', 'mirror', 'celebrity']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
appetite,"['stomach', 'food', 'hunger', 'meal']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
application,"['form', 'software', 'university', 'job']","['other abstract concept', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
aptitude,"['test', 'skill', 'career', 'education']","['association', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
argument,"['courtroom', 'couple', 'logic', 'shouting']","['association', 'social constellation', 'other abstract concept', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
art,"['museum', 'colors', 'painter', 'sculpture']","['association', 'sensorimotor feature', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
aspect,"['view', 'photography', 'angle', 'perspective']","['sensorimotor feature', 'association', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
assassination,"['John F Kennedy', 'sniper', 'politics', 'conspiracy']","['association', 'sensorimotor feature', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['guess', 'hypothesis', 'risk', 'mistake']","['internal state and emotion', 'other abstract concept', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
astonishment,"['jaw drop', 'roller coaster', 'magic show', 'celebrity sighting']","['sensorimotor feature', 'association', 'association', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
attack,"['war', 'soldier', 'fierce', 'predator']","['other abstract concept', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
attention,"['focus', 'spotlight', 'teacher', 'advertisement']","['internal state and emotion', 'association', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
attraction,"['theme park', 'love', 'magnetism', 'tourism']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
beauty,"['model', 'makeup', 'flower', 'perfection']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
being,"['existence', 'life', 'consciousness', 'human']","['other abstract concept', 'other abstract concept', 'internal state and emotion', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
betrayal,"['infidelity', 'Judas', 'treason', 'revenge']","['other abstract concept', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.0, 0.75]"
blackmail,"['extortion', 'crime', 'scandal', 'secret']","['other abstract concept', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
boredom,"['routine', 'weekend', 'teenagers', 'quarantine']","['association', 'association', 'social constellation', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
boycott,"['protest', 'Israel', 'goods', 'government']","['association', 'association', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
bravery,"['warrior', 'fireman', 'mountain climbing', 'medal']","['social constellation', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.5, 0.25]"
career,"['office', 'degree', 'mentor', 'promotion']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
carefulness,"['caution', 'precision', 'concentration', 'prevention']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
catastrophe,"['tsunami', 'earthquake', 'movie', 'disaster']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
caution,"['warning', 'roadsigns', 'safety', 'procedure']","['association', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
challenge,"['obstacle', 'competition', 'growth', 'perseverance']","['sensorimotor feature', 'social constellation', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.25, 0.0]"
chaos,"['riot', 'disorderly', 'universe', 'anarchy']","['social constellation', 'sensorimotor feature', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
character,"['actor', 'story', 'personality', 'trait']","['association', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
