word,properties,codes,frequencies
ability,"['talent', 'competition', 'skillset', 'education']","['association', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
accusation,"['court', 'police', 'betrayal', 'guilt']","['association', 'association', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
achievement,"['certificate', 'teacher', 'Olympics', 'graduation']","['association', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
activity,"['gym', 'exercise', 'energy', 'routine']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'other abstract concept']","[0.5, 0.25, 0.0, 0.25]"
addiction,"['rehab', 'nicotine', 'therapist', 'cravings']","['other abstract concept', 'sensorimotor feature', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
admiration,"['celebrity', 'museum', 'architecture', 'trophy']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
advantage,"['business', 'education', 'skill', 'strategy']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
adventure,"['jungle', 'treasure', 'mountain', 'pirate']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
advice,"['mentor', 'guidance', 'elderly', 'therapy']","['social constellation', 'other abstract concept', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
agony,"['scream', 'surgery', 'torture', 'hell']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
agreement,"['contract', 'marriage', 'negotiation', 'government']","['other abstract concept', 'social constellation', 'social constellation', 'social constellation']","[0.0, 0.0, 0.75, 0.25]"
amazement,"['fireworks', 'magic tricks', 'wonderland', 'museum']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
ambition,"['success', 'drive', 'hard work', 'achievement']","['association', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.25, 0.25, 0.0, 0.5]"
ambush,"['military', 'forest', 'attack', 'surprise']","['association', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
amusement,"['park', 'laughter', 'clown', 'carnival']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
anger,"['shout', 'fire', 'clenched fist', 'argument']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
anxiety,"['therapy', 'pressure', 'insomnia', 'exam']","['association', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
apology,"['mistake', 'regret', 'forgive', 'sincere']","['association', 'internal state and emotion', 'social constellation', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
appearance,"['fashion', 'celebrity', 'disguise', 'photography']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
appetite,"['hunger', 'food', 'eating', 'stomach']","['internal state and emotion', 'sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.25, 0.0, 0.0]"
application,"['job', 'software', 'interview', 'computer']","['association', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
aptitude,"['intelligence', 'job', 'education', 'talent']","['other abstract concept', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
argument,"['debate', 'lawyer', 'fight', 'politics']","['other abstract concept', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
art,"['museum', 'canvas', 'colors', 'creativity']","['association', 'sensorimotor feature', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
aspect,"['view', 'project', 'angle', 'feature']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
assassination,"['president', 'conspiracy', 'John F Kennedy', 'secrecy']","['social constellation', 'association', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
assumption,"['theory', 'scientist', 'gamble', 'mistake']","['other abstract concept', 'social constellation', 'association', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
astonishment,"['surprise party', 'horror movie', 'magic show', 'roller coaster']","['social constellation', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
attack,"['war', 'surprise', 'enemy', 'strategy']","['other abstract concept', 'internal state and emotion', 'social constellation', 'other abstract concept']","[0.0, 0.25, 0.25, 0.5]"
attention,"['focus', 'school', 'spotlight', 'concentration']","['internal state and emotion', 'association', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
attraction,"['theme_park', 'magnetism', 'relationship', 'tourism']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
beauty,"['makeup', 'model', 'skin', 'flowers']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.25, 0.25]"
being,"['alive', 'human', 'existence', 'consciousness']","['sensorimotor feature', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
betrayal,"['trust', 'Judas', 'infidelity', 'Shakespeare']","['other abstract concept', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.0, 1.0]"
blackmail,"['threat', 'secret', 'police', 'ransom']","['sensorimotor feature', 'association', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
boredom,"['weekend', 'television', 'rain', 'homework']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
boycott,"['protest', 'product', 'rights', 'country']","['social constellation', 'association', 'other abstract concept', 'association']","[0.0, 0.0, 0.25, 0.75]"
bravery,"['soldier', 'lion', 'adventure', 'medal']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
career,"['office', 'progression', 'interview', 'uniform']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
carefulness,"['precision', 'surgeon', 'delicate', 'prevention']","['sensorimotor feature', 'social constellation', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.25, 0.25]"
catastrophe,"['earthquake', 'movie', 'apocalypse', 'tsunami']","['sensorimotor feature', 'association', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
caution,"['warning_signs', 'safety_gear', 'accidents', 'speed_limit']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
challenge,"['obstacle', 'mountain', 'competition', 'growth']","['sensorimotor feature', 'association', 'social constellation', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
chaos,"['riot', 'confusion', 'universe', 'anarchy']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
character,"['actor', 'morality', 'font', 'personality']","['association', 'internal state and emotion', 'association', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
charm,"['amulet', 'necklace', 'magic', 'smile']","['association', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.5, 0.0, 0.0, 0.5]"
comfort,"['pillow', 'blanket', 'home', 'sofa']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
commitment,"['marriage', 'responsibility', 'relationship', 'promise']","['social constellation', 'internal state and emotion', 'social constellation', 'other abstract concept']","[0.0, 0.25, 0.5, 0.25]"
comparison,"['shopping', 'scale', 'essay', 'science']","['association', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
compassion,"['nurse', 'charity', 'animals', 'kindness']","['social constellation', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.25, 0.25]"
competence,"['skills', 'certification', 'professionalism', 'expertise']","['sensorimotor feature', 'association', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.0, 0.75]"
compromise,"['relationship', 'business', 'politics', 'negotiation']","['social constellation', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
compulsion,"['obsessive', 'mental health', 'habits', 'addiction']","['obsessive', 'mental health', 'habits', 'addiction']","[0.0, 0.0, 0.0, 0.0]"
confession,"['priest', 'guilt', 'shame', 'forgiveness']","['social constellation', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.25, 0.25]"
conflict,"['war', 'divorce', 'violence', 'negotiation']","['association', 'social constellation', 'sensorimotor feature', 'social constellation']","[0.25, 0.0, 0.5, 0.25]"
consideration,"['respect', 'decision-making', 'kindness', 'empathy']","['internal state and emotion', 'other abstract concept', 'internal state and emotion', 'internal state and emotion']","[0.0, 0.75, 0.0, 0.25]"
consolation,"['funeral', 'gift', 'shoulder', 'cry']","['association', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
contempt,"['court', 'anger', 'disregard', 'insult']","['association', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
convention,"['hotel', 'panel', 'business', 'attendees']","['association', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.25, 0.75]"
cooperation,"['teamwork', 'business', 'volunteers', 'agreement']","['social constellation', 'association', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
courage,"['soldier', 'lion', 'heart', 'superhero']","['social constellation', 'association', 'association', 'association']","[0.0, 0.0, 0.25, 0.75]"
creativity,"['art', 'music', 'imagination', 'innovation']","['association', 'association', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
crime,"['police', 'evidence', 'punishment', 'investigation']","['social constellation', 'sensorimotor feature', 'other abstract concept', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
criticism,"['teacher', 'politician', 'feedback', 'newspaper']","['social constellation', 'social constellation', 'association', 'association']","[0.0, 0.0, 0.5, 0.5]"
cruelty,"['abuse', 'suffering', 'violence', 'oppression']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
culture,"['museum', 'tradition', 'Japan', 'festival']","['sensorimotor feature', 'association', 'association', 'association']","[0.25, 0.0, 0.0, 0.75]"
curiosity,"['space', 'scientists', 'children', 'mystery']","['association', 'social constellation', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.5, 0.5]"
custom,"['tailoring', 'wedding', 'tax', 'motorcycle']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
danger,"['warning sign', 'accident', 'fear', 'emergency']","['sensorimotor feature', 'association', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
death,"['funeral', 'cemetery', 'mourning', 'darkness']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
decision,"['meeting', 'contract', 'choice', 'responsibility']","['social constellation', 'association', 'other abstract concept', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
demand,"['economy', 'labor', 'customer', 'supply']","['other abstract concept', 'other abstract concept', 'social constellation', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
desire,"['passion', 'goals', 'sacrifice', 'obsession']","['internal state and emotion', 'other abstract concept', 'association', 'internal state and emotion']","[0.0, 0.5, 0.0, 0.5]"
desperation,"['homeless', 'suicide', 'crime', 'poverty']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
destruction,"['war', 'chaos', 'apocalypse', 'earthquake']","['social constellation', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
detection,"['police', 'cancer', 'radar', 'security']","['social constellation', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
dictatorship,"['oppression', 'authoritarian leader', 'propaganda', 'revolution']","['sensorimotor feature', 'social constellation', 'association', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
difference,"['math', 'cultures', 'opinion', 'statistics']","['other abstract concept', 'social constellation', 'internal state and emotion', 'association']","[0.0, 0.25, 0.25, 0.5]"
difficulty,"['obstacle', 'challenge', 'practice', 'frustration']","['sensorimotor feature', 'other abstract concept', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
dignity,"['respect', 'nobility', 'confidence', 'self-worth']","['association', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.0, 0.25, 0.0, 0.75]"
diligence,"['hard work', 'goals', 'persistence', 'routine']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
disadvantage,"['obstacle', 'poverty', 'struggle', 'disability']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
disappointment,"['sadness', 'heartbreak', 'lost_opportunity', 'regret']","['internal state and emotion', 'internal state and emotion', 'association', 'internal state and emotion']","[0.0, 0.75, 0.0, 0.25]"
discovery,"['space', 'shipwreck', 'treasure', 'microscope']","['association', 'association', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.0, 0.75]"
disgust,"['rotten', 'vomiting', 'sewer', 'spoiled food']","['sensorimotor feature', 'sensorimotor feature', 'association', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
dismay,"['fear', 'earthquake', 'scream', 'darkness']","['internal state and emotion', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
dispute,"['court', 'argument', 'lawyer', 'agreement']","['association', 'sensorimotor feature', 'social constellation', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
distance,"['space', 'speed', 'travel', 'measurement']","['sensorimotor feature', 'other abstract concept', 'sensorimotor feature', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
distraction,"['phone', 'social media', 'noise', 'multitasking']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
diversity,"['culture', 'university', 'rainbow', 'equality']","['association', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
doubt,"['uncertainty', 'relationship', 'decision', 'fear']","['internal state and emotion', 'social constellation', 'other abstract concept', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
downfall,"['failure', 'dictator', 'warning', 'collapse']","['other abstract concept', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.0, 0.25, 0.5]"
dream,"['sleep', 'nightmare', 'imagination', 'future']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.25, 0.5, 0.0, 0.25]"
duty,"['responsibility', 'military', 'tax', 'obligation']","['other abstract concept', 'association', 'association', 'other abstract concept']","[0.0, 0.0, 0.0, 1.0]"
