word,properties,codes,frequencies
ability,"['practice', 'challenge', 'unlock', 'confidence']","['sensorimotor feature', 'other abstract concept', 'association', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
accusation,"['court', 'guilt', 'finger-pointing', 'defense']","['association', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
achievement,"['climbing', 'certificate', 'sweat', 'celebration']","['sensorimotor feature', 'association', 'sensorimotor feature', 'social constellation']","[0.5, 0.0, 0.25, 0.25]"
activity,"['energy', 'playground', 'schedule', 'sweat']","['internal state and emotion', 'sensorimotor feature', 'other abstract concept', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
addiction,"['withdrawal', 'dopamine', 'relapse', 'chains']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'association']","[0.25, 0.5, 0.0, 0.25]"
admiration,"['trophy', 'applause', 'role model', 'achievement']","['association', 'social constellation', 'social constellation', 'association']","[0.0, 0.0, 0.5, 0.5]"
advantage,"['competition', 'leverage', 'head start', 'exploit']","['social constellation', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
adventure,"['mountains', 'compass', 'unknown', 'risk']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
advice,"['mentor', 'hesitation', 'unwanted', 'consequences']","['social constellation', 'internal state and emotion', 'internal state and emotion', 'other abstract concept']","[0.0, 0.5, 0.25, 0.25]"
agony,"['writhing', 'defeat', 'silence', 'waiting']","['sensorimotor feature', 'association', 'sensorimotor feature', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
agreement,"['handshake', 'contract', 'compromise', 'nod']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
amazement,"['wide eyes', 'dropped jaw', 'fireworks', 'impossible']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
ambition,"['climb', 'sleepless', 'rivalry', 'empty']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
ambush,"['hiding', 'surprise', 'attack', 'jungle']","['sensorimotor feature', 'internal state and emotion', 'sensorimotor feature', 'association']","[0.5, 0.25, 0.0, 0.25]"
amusement,"['roller coaster', 'laughter', 'arcade', 'escape']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
anger,"['fist', 'red', 'volcano', 'betrayal']","['sensorimotor feature', 'sensorimotor feature', 'association', 'internal state and emotion']","[0.5, 0.25, 0.0, 0.25]"
anxiety,"['racing heart', 'perfectionism', 'insomnia', 'avoidance']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
