word,properties,codes,frequencies
ability,"['practice', 'limits', 'opportunity', 'confidence']","['sensorimotor feature', 'other abstract concept', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
accusation,"['court', 'denial', 'finger-pointing', 'guilt']","['association', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
achievement,"['medal', 'sweat', 'goal', 'celebration']","['association', 'sensorimotor feature', 'other abstract concept', 'social constellation']","[0.25, 0.0, 0.25, 0.5]"
activity,"['sweat', 'tired', 'schedule', 'fun']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
addiction,"['withdrawal', 'relapse', 'dopamine', 'isolation']","['internal state and emotion', 'internal state and emotion', 'sensorimotor feature', 'social constellation']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['trophy', 'gazing', 'role model', 'applause']","['association', 'sensorimotor feature', 'social constellation', 'association']","[0.25, 0.0, 0.25, 0.5]"
advantage,"['competition', 'leverage', 'head start', 'exploit']","['social constellation', 'association', 'association', 'social constellation']","[0.0, 0.0, 0.5, 0.5]"
adventure,"['compass', 'risk', 'discovery', 'strangers']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
advice,"['listening', 'reluctant', 'mentor', 'crossroads']","['sensorimotor feature', 'internal state and emotion', 'social constellation', 'association']","[0.25, 0.25, 0.25, 0.25]"
agony,"['writhing', 'helplessness', 'marathon', 'crucifixion']","['sensorimotor feature', 'internal state and emotion', 'association', 'association']","[0.25, 0.25, 0.0, 0.5]"
agreement,"['handshake', 'contract', 'compromise', 'nod']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
amazement,"['wide eyes', 'mouth open', 'frozen moment', 'discovery']","['sensorimotor feature', 'sensorimotor feature', 'association', 'other abstract concept']","[0.5, 0.0, 0.0, 0.5]"
ambition,"['climbing', 'failure', 'sleepless nights', 'envy']","['sensorimotor feature', 'association', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
ambush,"['jungle', 'predator', 'surprise', 'trap']","['association', 'social constellation', 'internal state and emotion', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
amusement,"['carnival', 'laughter', 'distraction', 'child']","['association', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
anger,"['fist', 'storm', 'silence', 'burn']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
anxiety,"['racing heart', 'blank mind', 'avoidance', 'insomnia']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
apology,"['regret', 'forgiveness', 'mistake', 'tears']","['internal state and emotion', 'social constellation', 'association', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
appearance,"['mirror', 'judgment', 'costume', 'first impression']","['sensorimotor feature', 'internal state and emotion', 'association', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
appetite,"['hunger', 'restaurant', 'satisfaction', 'growling']","['sensorimotor feature', 'association', 'internal state and emotion', 'sensorimotor feature']","[0.5, 0.25, 0.0, 0.25]"
application,"['form', 'interview', 'phone', 'rejection']","['other abstract concept', 'social constellation', 'association', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
aptitude,"['test score', 'natural talent', 'career path', 'math problem']","['association', 'internal state and emotion', 'association', 'association']","[0.0, 0.25, 0.0, 0.75]"
argument,"['raised voices', 'disagreement', 'logic', 'relationship strain']","['sensorimotor feature', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.25, 0.25, 0.25, 0.25]"
art,"['museum', 'creativity', 'canvas', 'emotion']","['association', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
aspect,"['angle', 'lens', 'wrinkle', 'shadow']","['sensorimotor feature', 'association', 'sensorimotor feature', 'sensorimotor feature']","[0.75, 0.0, 0.0, 0.25]"
assassination,"['conspiracy', 'history', 'gunshot', 'politics']","['social constellation', 'association', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.0, 0.25, 0.5]"
assumption,"['quicksand', 'detective', 'foundation', 'gamble']","['association', 'social constellation', 'sensorimotor feature', 'association']","[0.25, 0.0, 0.25, 0.5]"
astonishment,"['jaw dropping', 'frozen moment', 'eyes wide', 'question mark']","['sensorimotor feature', 'association', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
attack,"['heart', 'enemy', 'sudden', 'defend']","['association', 'social constellation', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
attention,"['spotlight', 'distraction', 'child raising hand', 'reward']","['association', 'internal state and emotion', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
attraction,"['magnet', 'gravity', 'theme park', 'chemistry']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
beauty,"['mirror', 'garden', 'fleeting', 'admiration']","['sensorimotor feature', 'association', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
being,"['existence', 'breathing', 'present', 'conscious']","['other abstract concept', 'sensorimotor feature', 'other abstract concept', 'internal state and emotion']","[0.25, 0.25, 0.0, 0.5]"
betrayal,"['knife in the back', 'trust broken', 'friend becomes enemy', 'silence after confrontation']","['association', 'internal state and emotion', 'social constellation', 'internal state and emotion']","[0.0, 0.5, 0.25, 0.25]"
blackmail,"['threat', 'money', 'secret', 'victim']","['internal state and emotion', 'association', 'association', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
boredom,"['clock', 'scrolling', 'yawn', 'gray']","['association', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.5, 0.0, 0.0, 0.5]"
