word,properties,codes,frequencies
ability,"['practice', 'unlock', 'confidence', 'potential']","['sensorimotor feature', 'other abstract concept', 'internal state and emotion', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
accusation,"['court', 'denial', 'finger pointing', 'guilt']","['association', 'internal state and emotion', 'sensorimotor feature', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
achievement,"['medal', 'effort', 'goal', 'celebration']","['association', 'internal state and emotion', 'other abstract concept', 'social constellation']","[0.0, 0.25, 0.25, 0.5]"
activity,"['sweat', 'schedule', 'energy', 'boredom']","['sensorimotor feature', 'association', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
addiction,"['withdrawal', 'dopamine', 'relapse', 'isolation']","['internal state and emotion', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.25, 0.5, 0.25, 0.0]"
admiration,"['trophy', 'applause', 'role model', 'awe']","['association', 'social constellation', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.5, 0.25]"
advantage,"['competition', 'head start', 'leverage', 'exploit']","['social constellation', 'association', 'other abstract concept', 'other abstract concept']","[0.0, 0.0, 0.25, 0.75]"
adventure,"['mountain', 'risk', 'discovery', 'excitement']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
advice,"['mentor', 'regret', 'unsolicited', 'crossroads']","['social constellation', 'internal state and emotion', 'other abstract concept', 'association']","[0.0, 0.25, 0.25, 0.5]"
agony,"['twisted face', 'writhing', 'unbearable wait', 'isolation']","['sensorimotor feature', 'sensorimotor feature', 'internal state and emotion', 'social constellation']","[0.5, 0.25, 0.25, 0.0]"
agreement,"['handshake', 'contract', 'compromise', 'nod']","['sensorimotor feature', 'other abstract concept', 'social constellation', 'sensorimotor feature']","[0.5, 0.0, 0.25, 0.25]"
amazement,"['wide eyes', 'jaw drop', 'discovery', 'frozen moment']","['sensorimotor feature', 'sensorimotor feature', 'association', 'association']","[0.5, 0.0, 0.0, 0.5]"
ambition,"['climb', 'sleepless', 'ladder', 'burnout']","['sensorimotor feature', 'internal state and emotion', 'association', 'internal state and emotion']","[0.25, 0.5, 0.0, 0.25]"
ambush,"['hiding', 'surprise attack', 'jungle', 'trap']","['sensorimotor feature', 'social constellation', 'association', 'association']","[0.25, 0.0, 0.25, 0.5]"
amusement,"['roller coaster', 'laughter', 'tickets', 'distraction']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
anger,"['red', 'fist', 'yelling', 'storm']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'association']","[0.75, 0.0, 0.0, 0.25]"
anxiety,"['racing heart', 'procrastination', 'dark thoughts', 'insomnia']","['sensorimotor feature', 'internal state and emotion', 'internal state and emotion', 'internal state and emotion']","[0.25, 0.75, 0.0, 0.0]"
apology,"['mistake', 'forgiveness', 'awkward silence', 'repair']","['association', 'internal state and emotion', 'social constellation', 'sensorimotor feature']","[0.25, 0.25, 0.25, 0.25]"
appearance,"['mirror', 'judged', 'first impression', 'disguise']","['sensorimotor feature', 'internal state and emotion', 'association', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
appetite,"['hunger', 'dessert', 'loss', 'travel']","['sensorimotor feature', 'association', 'internal state and emotion', 'association']","[0.25, 0.25, 0.0, 0.5]"
application,"['form', 'smartphone', 'interview', 'rejection']","['other abstract concept', 'association', 'social constellation', 'internal state and emotion']","[0.0, 0.25, 0.25, 0.5]"
aptitude,"['test', 'musician', 'natural talent', 'puzzle solving']","['association', 'association', 'internal state and emotion', 'association']","[0.0, 0.25, 0.0, 0.75]"
argument,"['heated', 'fallacy', 'divorce', 'classroom']","['internal state and emotion', 'other abstract concept', 'social constellation', 'association']","[0.0, 0.25, 0.25, 0.5]"
art,"['gallery', 'emotion', 'paint', 'timeless']","['association', 'internal state and emotion', 'sensorimotor feature', 'other abstract concept']","[0.25, 0.25, 0.0, 0.5]"
aspect,"['angle', 'lighting', 'facade', 'consideration']","['sensorimotor feature', 'sensorimotor feature', 'sensorimotor feature', 'other abstract concept']","[0.75, 0.0, 0.0, 0.25]"
assassination,"['politics', 'darkness', 'history', 'conspiracy']","['association', 'association', 'association', 'association']","[0.0, 0.0, 0.0, 1.0]"
